Timestamp,Link,Name,OS,Mountain,Was WR,challenge name,type,score,chaltype
2021-02-08 13:25:46,https://drive.google.com/open?id=1VftcLA3kAu8AEwIhH2Q1olM_IZ3UE-i8,massiv97,Android,Rotkamm,False,Corner Flight,High score,6.28,Airtime
2021-02-08 13:40:32,https://drive.google.com/open?id=1UpkbKzqWNo3IMeCkT_-VY0qh4K4OhxGs,massiv97,Android,Rotkamm,False,The Descender,High score,105.9,Triple Drop
2021-02-09 01:33:53,https://drive.google.com/open?id=1yjfFhi3zp_GZiPC3ICZjWP46oBDh63yn,Jamiemac,Android,Rotkamm,False,The Ice Bowl,Time trial,28.43,Race
2021-02-09 02:57:54,https://drive.google.com/open?id=1hknzBN_FZOF6leTd6WguS4DiSf-2PLNf,Jamiemac,Android,Rotkamm,False,The Rollercoaster,Time trial,31.12,Trail
2021-02-09 09:46:48,https://drive.google.com/open?id=1JgndDeXhV1wLyW2st9qaNJtYA4JFS7IN,Gjeep302,Android,Rotkamm,True,Progressive Speed,Time trial,33.9,TTB
2021-02-09 13:03:30,https://drive.google.com/open?id=1aZ5jLj0HWi_cT7H1hLk3K-Zaz_r5SiXN,Jamiemac,Android,Rotkamm,False,Skipping Icebergs,Time trial,28.08,Trail
2021-02-09 13:53:20,https://drive.google.com/open?id=1R5dXvUOARpItbUGguL8lromQCYVLxjw8,Jamiemac,Android,Rotkamm,False,Gross Air,Time trial,9.29,Trail
2021-02-10 03:10:12,https://drive.google.com/open?id=131ojjDcJH_s_mSEhUvRuGOinzrFj3Ihk,Jamiemac,Android,Rotkamm,False,Sketchy Bears,Time trial,23.67,Trail
2021-02-10 07:14:36,https://drive.google.com/open?id=1aX6OFXEQKXj6pChCvjzVXGhWtS4MN-Vh,Jamiemac,Android,Rotkamm,False,Slippery Slope,Time trial,22.7,Trail
2021-02-10 12:39:29,https://drive.google.com/open?id=1IDLAtFB7E5RsYXRgBT4WEtpad4OE25ip,Jamiemac,Android,Rotkamm,False,Precision Drops,Time trial,16.74,Trail
2021-02-10 15:24:07,https://drive.google.com/open?id=1k95irQ8AfYG3oVrAPsIcyEP0WDyNta6s,SYNO,iOS,Rotkamm,False,Corner Flight,High score,6.3,Airtime
2021-02-11 03:29:41,https://drive.google.com/open?id=1duuMz9KG_k-ay2otoyhfUEMRoXWJHzVM,Jamiemac,Android,Rotkamm,False,Dropping In,Time trial,20.77,Trail
2021-02-11 03:59:05,https://drive.google.com/open?id=1w_rG0GlSxeySursbgCajblnA00WOmh1S,Jamiemac,Android,Rotkamm,False,Staying Between The Stones,Time trial,25.23,Trail
2021-02-11 12:02:07,https://drive.google.com/open?id=18lf2xOxF8tDEbErsUOGo9fDtJo-Y3E-0,Jamiemac,Android,Rotkamm,False,The Ice Slope,Time trial,22.94,TTB
2021-02-11 12:17:51,https://drive.google.com/open?id=1MOBBa-msXDQPg3oaLWCIaf68k9b8CklW,Jamiemac,Android,Rotkamm,False,Progressive Speed,Time trial,38.24,TTB
2021-02-11 12:53:27,https://drive.google.com/open?id=1e05Zc9AEBSedOvdL67Os2MIYJMOz3Xko,Jamiemac,Android,Rotkamm,False,Corner Flight,High score,6.38,Airtime
2021-02-12 12:11:45,https://drive.google.com/open?id=1ziR9PQ1pOZ-eDwghQPxUwC9G8CP_21ZY,Jamiemac,Android,Rotkamm,False,Rotkamm Jumper,High score,24471.0,Gated Trick
2021-02-12 13:27:28,https://drive.google.com/open?id=1-S0EQNRIjBlyOPMmPDjddjxFJjJ0Or_1,Jamiemac,Android,Rotkamm,False,Rotkamm Style I,High score,32397.0,Gated Trick
2021-02-12 14:11:16,https://drive.google.com/open?id=1sFkAysqIWVQY62q1i8rmXKQjKeUg29N1,Avel,iOS,Rotkamm,False,The Ice Bowl,Time trial,28.48,Race
2021-02-12 15:08:01,https://drive.google.com/open?id=1LE08teDF2ClXOwrPd5bke8XwDsctr0bt,Jamiemac,Android,Rotkamm,False,The Descender,High score,106.7,Triple Drop
2021-02-13 03:41:53,https://drive.google.com/open?id=10TCrx0vj7XE_Z0LCUED-tIdirxCFHfoi,Avel,iOS,Rotkamm,False,The Rollercoaster,Time trial,31.24,Trail
2021-02-13 05:17:21,https://drive.google.com/open?id=1-mR5-hMIKydwMCUOGVmhnIBsRqvsTmv3,Jamiemac,Android,Rotkamm,False,Sending It,High score,22903.0,Open Trick
2021-02-13 10:07:39,https://drive.google.com/open?id=1_eyw6VwukcmbvtVn2Da0tubHmmjqBxL6,Gjeep302,Android,Rotkamm,False,Sketchy Bears,Time trial,23.32,Trail
2021-02-13 11:07:21,https://drive.google.com/open?id=1Jj835aw22-RZUDNy2ubEyTQm3EOn-4uj,Gjeep302,Android,Rotkamm,False,The Broken Trail,Time trial,39.85,Race
2021-02-13 15:52:51,https://drive.google.com/open?id=15DGcOmVMlbvcE8_kaUCVD9DalmDJexCR,hschindele,iOS,Rotkamm,True,Progressive Speed,Time trial,32.97,TTB
2021-02-14 05:05:54,https://drive.google.com/open?id=19sRfYcHRM5iws0J6BReUOsXqioHowtBM,massiv97,Android,Rotkamm,False,Progressive Speed,Time trial,35.05,TTB
2021-02-14 07:16:41,https://drive.google.com/open?id=14Bd-trvAYyGEQ8AZ_ioO5ZWKKGGPwnk2,Jamiemac,Android,Rotkamm,False,Freeride Heaven,High score,25222.0,Open Trick
2021-02-14 10:24:49,https://drive.google.com/open?id=1X8WFgX0KuHPVAboJYB8-8OmQU14PtfIw,Jamiemac,Android,Rotkamm,False,Progressive Speed,Time trial,36.98,TTB
2021-02-14 10:34:36,https://drive.google.com/open?id=19XZNeYJ4waOQOl2jgcMqjQuEcrFHoMQU,Jamiemac,Android,Rotkamm,False,Pilgrim Run,High score,345.2,Distance
2021-02-14 11:38:31,https://drive.google.com/open?id=1dS7P3zE6JcB6iGKCS5d-XEVP6LkS6-HW,massiv97,Android,Rotkamm,False,Dropping In,Time trial,20.5,Trail
2021-02-14 11:39:08,https://drive.google.com/open?id=1swteVn0Fl97Vv5Sbx0tuUhBh2wGTwwTs,massiv97,Android,Rotkamm,False,Gross Air,Time trial,9.23,Trail
2021-02-14 11:39:53,https://drive.google.com/open?id=1QmhG-7yWMf1z7tWKaJ3MdTLNXkPvz0Cf,massiv97,Android,Rotkamm,False,Slippery Slope,Time trial,22.34,Trail
2021-02-14 11:40:30,https://drive.google.com/open?id=1AkXyTAantkleSGViLCYyfAlycpgDuhYk,massiv97,Android,Rotkamm,False,Staying Between The Stones,Time trial,25.38,Trail
2021-02-14 11:41:15,https://drive.google.com/open?id=1iJeN6cX5Y0CW0KtEQ9CpHzIsPxOnlpVm,massiv97,Android,Rotkamm,False,The Broken Trail,Time trial,40.07,Race
2021-02-14 11:41:54,https://drive.google.com/open?id=1gHlWhLyFDC8xmppqPmmbqYmr3GlORILA,massiv97,Android,Rotkamm,False,The Ice Slope,Time trial,22.47,TTB
2021-02-15 20:12:26,https://drive.google.com/open?id=1kaIADWCDyhsL_vAKpyjZrW2432A9_-cW,SYNO,iOS,Rotkamm,False,Progressive Speed,Time trial,35.71,TTB
2021-02-15 20:20:22,https://drive.google.com/open?id=1eqRTa19GceeK7j_bOsFlzZO7v6FVrpTr,SYNO,iOS,Rotkamm,False,The Descender,High score,105.7,Triple Drop
2021-02-15 20:21:06,https://drive.google.com/open?id=1hnItr804xbpT6MIMxpXGSawc_B7lt2lc,SYNO,iOS,Rotkamm,False,Pilgrim Run,High score,340.4,Distance
2021-02-16 04:30:41,https://drive.google.com/open?id=1xZ5wODZsUwmCzFvS8n0ejR2ZlUKf2uVj,Mountain_Greg,Android,Rotkamm,False,The Rollercoaster,Time trial,30.91,Trail
2021-02-16 04:31:31,https://drive.google.com/open?id=1PxVQCvcBRQrJ7XaR_OBAPV0R3m-FZuyA,Mountain_Greg,Android,Rotkamm,False,The Green Glades,Time trial,16.83,Race
2021-02-16 04:32:39,https://drive.google.com/open?id=1tHsfYVtlyewUbsfChthuCJea3TXxQkd3,Mountain_Greg,Android,Rotkamm,False,The Broken Trail,Time trial,39.97,Race
2021-02-16 04:33:33,https://drive.google.com/open?id=1aUtkNhYpN_CQcoNFvBxWa5U2jYTtSmbu,Mountain_Greg,Android,Rotkamm,False,Progressive Speed,Time trial,35.0,TTB
2021-02-16 04:34:18,https://drive.google.com/open?id=1G4ia0MEpH6N3kJ43s9rbxsF_PcwLPB5S,Mountain_Greg,Android,Rotkamm,False,The Descender,High score,100.1,Triple Drop
2021-02-16 04:35:15,https://drive.google.com/open?id=1JlrDx1VcY3S-XoPus6GLhScNZ2IE9Vc0,Mountain_Greg,Android,Rotkamm,False,Pilgrim Run,High score,341.6,Distance
2021-02-16 14:06:10,https://drive.google.com/open?id=1btCOq7NX-etpbXtXAb06KI53rUhwefDg,Mountain_Greg,Android,Rotkamm,True,The Ice Slope,Time trial,22.17,TTB
2021-02-16 20:39:41,https://drive.google.com/open?id=1AzgxrVgQO1C-HAqyNHGmGWFXlbU_Bjm-,hschindele,iOS,Rotkamm,True,The Ice Slope,Time trial,21.46,TTB
2021-02-16 20:44:08,https://drive.google.com/open?id=1i6ZoWOMiC9P2QwEk3FiTy0ksy894Ltzw,hschindele,iOS,Rotkamm,True,Gross Air,Time trial,9.0,Trail
2021-02-17 07:43:54,https://drive.google.com/open?id=1D_m6VCNYZyguAayvxbFaA7_RyD59awMW,Mountain_Greg,Android,Rotkamm,False,The Village Run,Time trial,27.4,Race
2021-02-17 07:45:59,https://drive.google.com/open?id=1OugsTQQh-ruSZjH_NXuNxjnQSi96or-S,Mountain_Greg,Android,Rotkamm,False,The Ice Bowl,Time trial,28.17,Race
2021-02-18 19:46:11,https://drive.google.com/open?id=1DBE2beWjSkKoALzOW5dsBaY_XP5bUX2n,BouncyJello,Android,Rotkamm,True,Pilgrim Run,High score,406.2,Distance
2021-02-18 19:47:25,https://drive.google.com/open?id=1FHebNiY19RIObbaV6uehEzOzMDIH57jT,BouncyJello,Android,Rotkamm,True,The Descender,High score,120.0,Triple Drop
2021-02-18 19:49:21,https://drive.google.com/open?id=1LhTdtRw8IXCjj9ns8djIbvnIg7PuA-vC,BouncyJello,Android,Rotkamm,True,Corner Flight,High score,7.2,Airtime
2021-02-21 20:44:14,https://drive.google.com/open?id=1DXLvipRz8JgHNdemOfZs8U5bjHuBqDvr,Skier50,iOS,Rotkamm,True,The Descender,High score,120.1,Triple Drop
2021-02-22 16:47:10,https://drive.google.com/open?id=1Ri5psc2uyXDme-EbHGzL_FwkTRYubnVx,Fenrir,Android,Rotkamm,False,Pilgrim Run,High score,312.5,Distance
2021-02-22 16:49:21,https://drive.google.com/open?id=1toBouSRHClC3gIXWIfR7JRLyYg3fpucf,Fenrir,Android,Rotkamm,False,Precision Drops,Time trial,16.97,Trail
2021-02-22 16:59:29,https://drive.google.com/open?id=1VxMV0Rri-w1u8q3xLyEPKVKyy0bE0vyx,Fenrir,Android,Rotkamm,False,Staying Between The Stones,Time trial,25.84,Trail
2021-02-22 17:03:24,https://drive.google.com/open?id=1kMu4Y3KFjy400J7ex2ude1Ct5g3E_EHx,Fenrir,Android,Rotkamm,False,The Broken Trail,Time trial,41.35,Race
2021-02-22 17:08:12,https://drive.google.com/open?id=1BGCfW_Quy6HtNyUf43fdsMSo5Omh5gLV,Fenrir,Android,Rotkamm,False,The Ice Bowl,Time trial,29.3,Race
2021-02-22 17:12:12,https://drive.google.com/open?id=1OtONXnE61GYQ2i65sdzKf4BEe_7nodGk,Fenrir,Android,Rotkamm,False,The Village Run,Time trial,29.11,Race
2021-02-23 06:21:05,https://drive.google.com/open?id=1qr__QHYKpuC9Qjy-FzhRDU5cz9OZwlU8,Mountain_Greg,Android,Rotkamm,False,The Descender,High score,106.3,Triple Drop
2021-02-25 12:56:28,https://drive.google.com/open?id=1rX0580_6ipHzV3yQAZBilzOIlGuhcVaI,Skier50,iOS,Rotkamm,False,The Ice Bowl,Time trial,28.34,Race
2021-02-25 12:57:27,https://drive.google.com/open?id=1NhnPJo2gp-WB9-iIn6iom1XhBvP6bsJd,Skier50,iOS,Rotkamm,False,The Green Glades,Time trial,16.96,Race
2021-02-25 12:58:07,https://drive.google.com/open?id=14uxjp3mqB5IF4qfMT98TENNuh0jLydcS,Skier50,iOS,Rotkamm,False,The Broken Trail,Time trial,40.35,Race
2021-02-25 12:58:57,https://drive.google.com/open?id=1VYTDqrx2bLyOaNv9BJwi5-XWYrDFEPcN,Skier50,iOS,Rotkamm,False,Skipping Icebergs,Time trial,27.68,Trail
2021-02-25 12:59:43,https://drive.google.com/open?id=1dS8UOnGkmUJor5Afn2Por_Z1Nh6Y5EZ_,Skier50,iOS,Rotkamm,False,Gross Air,Time trial,9.32,Trail
2021-02-27 17:13:01,https://drive.google.com/open?id=1emLrqAklhlzHH_vVBOB8Ikwo2LIFaMur,Skier50,iOS,Rotkamm,False,The River Jumps,Time trial,41.49,Race
2021-02-27 17:15:17,https://drive.google.com/open?id=1-bJQ3QRe70PaMnHq-2ESXHtKsRsUdaxR,Skier50,iOS,Rotkamm,False,Slippery Slope,Time trial,22.81,Trail
2021-02-27 17:16:11,https://drive.google.com/open?id=1oA99LFPizdiOSuZjYSaS5YZx9MqZqoWG,Skier50,iOS,Rotkamm,False,Staying Between The Stones,Time trial,25.71,Trail
2021-03-01 07:12:45,https://drive.google.com/open?id=15zUKEBGrKvOQgpZcsjgbWA8Vv9ODM76T,massiv97,Android,Rotkamm,False,Pilgrim Run,High score,345.7,Distance
2021-03-02 03:28:28,https://drive.google.com/open?id=1LNN6xpNfoXKW-tliAYvZwME3O3neWbmI,Mountain_Greg,Android,Rotkamm,False,Freeride Heaven,High score,17590.0,Open Trick
2021-03-02 03:29:15,https://drive.google.com/open?id=10rpkvUXRxnjjnr6sjRpe4rdoogfXRxWq,Mountain_Greg,Android,Rotkamm,False,Sending It,High score,18316.0,Open Trick
2021-03-04 14:11:42,https://drive.google.com/open?id=12Hcw_yREqeaUcck8ziH5NOUm4LRBeLHe,BouncyJello,Android,Rotkamm,True,Progressive Speed,Time trial,32.85,TTB
2021-03-04 14:15:33,https://drive.google.com/open?id=1HwxWmIqiR9yx_A9rtpAMzY2lpVYEY6pN,BouncyJello,Android,Rotkamm,True,The Descender,High score,127.1,Triple Drop
2021-03-04 15:03:59,https://drive.google.com/open?id=1djCGqkxHOmjIOjTF9gejBgle7-Xuh6Z5,SYNO,iOS,Rotkamm,True,The Rollercoaster,Time trial,30.48,Trail
2021-03-04 15:04:48,https://drive.google.com/open?id=1aDbskg-g5p5r7zxkpMpyPVTYNvi5s2kB,SYNO,iOS,Rotkamm,True,Staying Between The Stones,Time trial,25.07,Trail
2021-03-04 15:05:49,https://drive.google.com/open?id=1A3mr_kVP3hCrwPvs_VXd5VseOwsQmiWM,SYNO,iOS,Rotkamm,False,Progressive Speed,Time trial,33.36,TTB
2021-03-04 15:28:35,https://drive.google.com/open?id=12gz737imw5ZLuonf_cwvq1oumvbY6lMQ,SYNO,iOS,Rotkamm,True,Freeride Heaven,High score,35480.0,Open Trick
2021-03-04 15:29:36,https://drive.google.com/open?id=1QNckwQaZp2g5VuegWtaz7JyfP12iev2R,SYNO,iOS,Rotkamm,True,Sending It,High score,33224.0,Open Trick
2021-03-04 15:30:48,https://drive.google.com/open?id=10mfL0d72yKNEpRsAOPUhuLNIPj2LAMJO,SYNO,iOS,Rotkamm,True,Rotkamm Style I,High score,49492.0,Gated Trick
2021-03-04 21:18:55,https://drive.google.com/open?id=1lblZo5HiFPprayFyI5kLa0myyrJQ-lql,hschindele,iOS,Rotkamm,True,The Rollercoaster,Time trial,30.4,Trail
2021-03-04 21:20:57,https://drive.google.com/open?id=135q1Fxcf8UznwTRHuc9mv9s37zKNPOLs,hschindele,iOS,Rotkamm,False,Staying Between The Stones,Time trial,25.12,Trail
2021-03-06 11:16:19,https://drive.google.com/open?id=1UTCgpuChPnzYnwHiX7-4zer0D2OjNSS8,Pinsek,Android,Rotkamm,False,The Broken Trail,Time trial,40.5,Race
2021-03-06 15:29:06,https://drive.google.com/open?id=1KWyYitKIGfPQUkX2VfKA8B2mYgdxPUxf,Pinsek,Android,Rotkamm,False,The Ice Bowl,Time trial,28.49,Race
2021-03-06 18:03:20,https://drive.google.com/open?id=1qdAfZfPpMNzrPKEsuXKVS2NknOXDZ-BE,Avel,iOS,Rotkamm,False,The Green Glades,Time trial,16.96,Race
2021-03-07 07:56:30,https://drive.google.com/open?id=1RBH2KJVXC6qT3-mSxdfjxaVjW1XGgS3g,Avel,iOS,Rotkamm,False,The Broken Trail,Time trial,40.34,Race
2021-03-07 17:27:29,https://drive.google.com/open?id=1rKvpnBGKvHepxWYS_Wrch-p1oZ7Z3l2x,Pinsek,Android,Rotkamm,False,The Broken Trail,Time trial,40.41,Race
2021-03-08 08:46:15,https://drive.google.com/open?id=17cnJRj6c_dB4P5XTojVKlv20vcUJmraw,Avel,iOS,Rotkamm,False,The Village Run,Time trial,29.23,Race
2021-03-08 08:47:55,https://drive.google.com/open?id=1_UmvmcyRVPRu9KKWOYLO_aFQjzoRsBwP,Avel,iOS,Rotkamm,False,The River Jumps,Time trial,42.49,Race
2021-03-08 08:49:46,https://drive.google.com/open?id=143_0AjMMb0olefjLdNZOinfXrkruhJKm,Avel,iOS,Rotkamm,False,Sketchy Bears,Time trial,26.08,Trail
2021-03-08 08:56:27,https://drive.google.com/open?id=1m_6kqC2d-Q3F_ualVQ_IxsGwJ3Cl_ZNy,Avel,iOS,Rotkamm,False,Skipping Icebergs,Time trial,28.86,Trail
2021-03-08 08:59:00,https://drive.google.com/open?id=1y4ppU5nSmmEoN2o83CbJFAhe_bC41Vwe,Avel,iOS,Rotkamm,False,Gross Air,Time trial,9.52,Trail
2021-03-08 09:01:04,https://drive.google.com/open?id=1VrApDL12rl2rg3NqEDnKPQW8977_jf2E,Avel,iOS,Rotkamm,False,Slippery Slope,Time trial,23.82,Trail
2021-03-08 09:03:50,https://drive.google.com/open?id=1L99hijhuJAmU7-gtmNaUGsuhV6lHa9OC,Avel,iOS,Rotkamm,False,Precision Drops,Time trial,17.5,Trail
2021-03-08 09:06:20,https://drive.google.com/open?id=1esFeEjB8-B2KBWvtR_oYhvetf5CAhBvY,Avel,iOS,Rotkamm,False,Dropping In,Time trial,23.58,Trail
2021-03-08 09:08:13,https://drive.google.com/open?id=1hYWzdaN4jc5q6NRR8YqAYnj0C-e9chl6,Avel,iOS,Rotkamm,False,Staying Between The Stones,Time trial,26.16,Trail
2021-03-08 09:11:35,https://drive.google.com/open?id=1MUoYwJEeFBW7-cRNuZx5Ia4s7OOLjtG1,Avel,iOS,Rotkamm,False,Progressive Speed,Time trial,39.88,TTB
2021-03-08 09:13:53,https://drive.google.com/open?id=1xycrvI3kpahlKPKtZ_SJPJGEGdrXbb4-,Avel,iOS,Rotkamm,False,The Ice Slope,Time trial,23.48,TTB
2021-03-08 10:27:02,https://drive.google.com/open?id=1c0kBA2lnhLZvaOqVfFQRBJpwTq6y9ijX,Ryan Monty,Android,Rotkamm,False,Precision Drops,Time trial,16.74,Trail
2021-03-08 10:27:35,https://drive.google.com/open?id=1xC7D7MGfKcsOleYdPjh64WkMBeHoJB9q,Ryan Monty,Android,Rotkamm,False,The Ice Bowl,Time trial,28.4,Race
2021-03-08 10:28:08,https://drive.google.com/open?id=10e16hiVGfbUk9tBCnUnDa6mVhRD76ece,Ryan Monty,Android,Rotkamm,False,Staying Between The Stones,Time trial,25.69,Trail
2021-03-08 10:28:40,https://drive.google.com/open?id=1mZc1o-cbw2tKIEQPvuB-2hlpWslh2XS4,Ryan Monty,Android,Rotkamm,False,The Green Glades,Time trial,16.96,Race
2021-03-08 10:29:15,https://drive.google.com/open?id=1w7-pBPBzm6sgy1KjiUQMFl8zd1b8V09k,Ryan Monty,Android,Rotkamm,False,Slippery Slope,Time trial,22.92,Trail
2021-03-08 10:29:53,https://drive.google.com/open?id=1oAXAajGEvjM4eErCd6Ywjas_k8rANg20,Ryan Monty,Android,Rotkamm,False,Gross Air,Time trial,9.43,Trail
2021-03-08 10:31:01,https://drive.google.com/open?id=1WMDr-kcnt4cOXcD1_79cTkhzs42f05U2,Ryan Monty,Android,Rotkamm,False,The Rollercoaster,Time trial,31.14,Trail
2021-03-08 10:31:45,https://drive.google.com/open?id=1TkI7K-WuQRuss4vBcmytmyV0v4vcWq6_,Ryan Monty,Android,Rotkamm,False,The Ice Slope,Time trial,22.69,TTB
2021-03-08 10:32:18,https://drive.google.com/open?id=1ASBD_4FLh9_h7c7Tmf77KIiH7aGFuZ2a,Ryan Monty,Android,Rotkamm,False,Skipping Icebergs,Time trial,28.48,Trail
2021-03-08 14:38:41,https://drive.google.com/open?id=18RuHlfCzsxrbv5R0U9LeYCXE3FdO21-8,Skier50,iOS,Rotkamm,False,Precision Drops,Time trial,16.59,Trail
2021-03-08 14:40:14,https://drive.google.com/open?id=1R0-8tAKPWHv_bwGNF2Adu5oIKlPQj-bR,Skier50,iOS,Rotkamm,False,Dropping In,Time trial,20.89,Trail
2021-03-08 14:41:04,https://drive.google.com/open?id=1AI72rxAF-tVhRUq-Xiu4ZDTR-Ce1SEni,Skier50,iOS,Rotkamm,False,The Rollercoaster,Time trial,31.18,Trail
2021-03-08 22:55:42,https://drive.google.com/open?id=1dgQ-LuVQL080wqlDgi4P331zMM-xbMHZ,Ryan Monty,Android,Rotkamm,False,The River Jumps,Time trial,41.49,Race
2021-03-08 22:56:20,https://drive.google.com/open?id=1BHYO_95cXeMhRtrazb6ukTkrazawqV3-,Ryan Monty,Android,Rotkamm,False,Dropping In,Time trial,20.94,Trail
2021-03-10 00:41:19,https://drive.google.com/open?id=1tNxcWox_gKyT-ofQKQJAV42ZXfVd3vyd,Ryan Monty,Android,Rotkamm,False,The Broken Trail,Time trial,40.31,Race
2021-03-11 06:01:39,https://drive.google.com/open?id=1IIXrdTwQsdLLYCGTgNoW_uLHXI6FMPgw,Mountain_Greg,Android,Rotkamm,True,Slippery Slope,Time trial,22.22,Trail
2021-03-11 06:02:22,https://drive.google.com/open?id=1OZ9vo-ZCZbt2mG31PTjDCmZzOTSd1C-O,Mountain_Greg,Android,Rotkamm,False,The River Jumps,Time trial,40.74,Race
2021-03-11 06:03:16,https://drive.google.com/open?id=1w65xqQlYW53deUZvodlTu-FFFtX7On46,Mountain_Greg,Android,Rotkamm,False,The Rollercoaster,Time trial,30.62,Trail
2021-03-11 08:01:43,https://drive.google.com/open?id=1G9Oig5RJDqZ3IINfhKD0C02H-tOOShbX,Avel,iOS,Rotkamm,False,Rotkamm Jumper,High score,16865.0,Gated Trick
2021-03-11 15:00:38,https://drive.google.com/open?id=1gz3bwqPhF2nXlRE7h43eh0K3TvDFLJoz,hschindele,iOS,Rotkamm,True,Slippery Slope,Time trial,21.99,Trail
2021-03-11 23:30:32,https://drive.google.com/open?id=1GkCMypDpzAYEKi8med580OB9gMBhviLd,Ryan Monty,Android,Rotkamm,False,Progressive Speed,Time trial,36.96,TTB
2021-03-12 07:49:57,https://drive.google.com/open?id=1NE2s_30NfKRneJwqWeaFQondNJN7XP1I,Skier50,iOS,Rotkamm,False,The Village Run,Time trial,27.79,Race
2021-03-12 07:50:36,https://drive.google.com/open?id=1WalXC-pUds6wJa0KW7NykiqSIplwEw0E,Skier50,iOS,Rotkamm,False,Progressive Speed,Time trial,36.81,TTB
2021-03-12 07:53:10,https://drive.google.com/open?id=1nusvzmZKSJNSPJ3tTZE8xJ2nrn-kSFdI,Skier50,iOS,Rotkamm,False,The Ice Slope,Time trial,22.66,TTB
2021-03-16 11:53:32,https://drive.google.com/open?id=1k7DMX6r4MqgobPC4XUMhXvgXh9cWAHy5,Ryan Monty,Android,Rotkamm,False,The Village Run,Time trial,27.56,Race
2021-03-16 17:20:40,https://drive.google.com/open?id=1FodpY2CvPgKEgtACb7cIw4hNKffhB7io,massiv97,Android,Rotkamm,False,Sending It,High score,27092.0,Open Trick
2021-03-16 22:01:37,https://drive.google.com/open?id=140FGtZ6BvcJrf078McoLnGgz3M2MJxMx,Ryan Monty,Android,Rotkamm,False,Sketchy Bears,Time trial,23.66,Trail
2021-03-17 11:24:10,https://drive.google.com/open?id=1yhY1KFIRZ5zS8KcbRAro0oj4t2wwYpfg,Mountain_Greg,Android,Rotkamm,False,Corner Flight,High score,6.36,Airtime
2021-03-17 11:26:10,https://drive.google.com/open?id=1LtvRTlB6VZuGWP_-vpqo-FmRtq5vys6v,Mountain_Greg,Android,Rotkamm,False,Progressive Speed,Time trial,33.75,TTB
2021-03-19 13:14:52,https://drive.google.com/open?id=1EL8Dxo68WMKm8Von6fend444Daeotp4h,Pinsek,Android,Rotkamm,False,The Green Glades,Time trial,16.86,Race
2021-03-19 14:30:51,https://drive.google.com/open?id=1-IIgTH7yWTKOFrd6Qdsij88CDEWAtc_r,Pinsek,Android,Rotkamm,False,The Rollercoaster,Time trial,31.47,Trail
2021-03-19 14:38:08,https://drive.google.com/open?id=1PYLu2rgfQM9SouzSJAvGAV8oJDqTcRkv,Pinsek,Android,Rotkamm,False,Skipping Icebergs,Time trial,28.39,Trail
2021-03-22 06:31:23,https://drive.google.com/open?id=1Q2da-zYs3BX0KB0WFyL_JlBCudOfnu3s,Mountain_Greg,Android,Rotkamm,False,Skipping Icebergs,Time trial,28.1,Trail
2021-03-22 06:31:55,https://drive.google.com/open?id=175RzmV66JYKaYszarS43704AbJKTSyoc,Mountain_Greg,Android,Rotkamm,False,Precision Drops,Time trial,16.43,Trail
2021-03-22 06:32:30,https://drive.google.com/open?id=1cfKrpy2_307qVR6CcnXpdOI6T0Cz5iUM,Mountain_Greg,Android,Rotkamm,False,Progressive Speed,Time trial,33.18,TTB
2021-03-22 06:40:45,https://drive.google.com/open?id=1wv494D1EiCwwuYhfSdMzb9pylv0WTRBy,Mountain_Greg,Android,Rotkamm,False,The Ice Slope,Time trial,21.57,TTB
2021-03-22 06:41:33,https://drive.google.com/open?id=1liMGvIzulNymdY7WPXDPURvgySEfY4IH,Mountain_Greg,Android,Rotkamm,False,Gross Air,Time trial,9.27,Trail
2021-03-22 06:42:09,https://drive.google.com/open?id=1JB2LtfKblcpvHDqA67-2AK92eKvDmcHK,Mountain_Greg,Android,Rotkamm,False,The Ice Bowl,Time trial,27.74,Race
2021-03-26 08:09:06,https://drive.google.com/open?id=1pf6O6Wel9gNmOFsctWujoz-NH_HlCFnX,Pinsek,Android,Rotkamm,False,Gross Air,Time trial,9.49,Trail
2021-03-30 23:25:22,https://drive.google.com/open?id=1qKBYCVmsBtiugFDRbk6To6PiJubkKRls,Ryan Monty,Android,Rotkamm,False,Staying Between The Stones,Time trial,25.4,Trail
2021-03-30 23:40:15,https://drive.google.com/open?id=1g7q4xFmEcEJcsUpHtQRPWilVhaYyUDQl,Ryan Monty,Android,Rotkamm,False,The River Jumps,Time trial,40.97,Race
2021-03-31 06:22:04,https://drive.google.com/open?id=1Y8z9q4Zj2wi4NJxxAum6-rytWq2CXGDQ,Skier50,iOS,Rotkamm,False,The Green Glades,Time trial,16.8,Race
2021-04-04 01:38:26,https://drive.google.com/open?id=1iTqv4yWrR9vvFP7NM93viMrdmy4vUK1G,Mountain_Greg,Android,Rotkamm,False,Precision Drops,Time trial,16.19,Trail
2021-04-04 01:38:58,https://drive.google.com/open?id=1YbapBXdaUpeaYmqzWCxao9_uenjJOcSn,Mountain_Greg,Android,Rotkamm,False,The Green Glades,Time trial,16.8,Race
2021-04-04 01:39:37,https://drive.google.com/open?id=10N42k8aQBO-PePxYawOjaATzaWPn9Pnn,Mountain_Greg,Android,Rotkamm,True,The Village Run,Time trial,26.93,Race
2021-04-04 01:53:37,https://drive.google.com/open?id=1aWmTz6RIbBTLmWb8PcnKzjDPMafsq0wo,Mountain_Greg,Android,Rotkamm,True,Progressive Speed,Time trial,32.14,TTB
