Name,Timestamp,type,OS,challenge name,Mountain,score,Points
Skier50,2021-03-12 7:52:30,Time trial,iOS,Twisty Rosso,Passo Grolla,27.71,10899
hschindele,2021-02-24 13:30:45,Time trial,iOS,Twisty Rosso,Passo Grolla,27.42,13799
massiv97,2021-07-15 4:13:12,Time trial,Android,Twisty Rosso,Passo Grolla,27.65,11500
Avel,2021-03-08 9:50:56,Time trial,iOS,The Wanderer,Passo Grolla,15.5,6729
BouncyJello,2020-03-26 17:36:52,Time trial,Android,The Wanderer,Passo Grolla,13.03,14700
Fenrir,2021-01-17 19:18:06,Time trial,Android,The Wanderer,Passo Grolla,15.23,7099
Gjeep302,2021-02-19 9:44:10,Time trial,Android,The Wanderer,Passo Grolla,13.25,12500
Jamiemac,2021-04-15 10:02:28,Time trial,Android,The Wanderer,Passo Grolla,13.06,14399
Mountain_Greg,2021-03-22 6:39:36,Time trial,Android,The Wanderer,Passo Grolla,13.12,13800
Pinsek,2021-03-10 2:37:30,Time trial,Android,The Wanderer,Passo Grolla,12.79,17100
Ryan Monty,2021-03-25 21:03:09,Time trial,Android,The Wanderer,Passo Grolla,13.26,12400
SYNO,2021-02-02 12:39:01,Time trial,iOS,The Wanderer,Passo Grolla,13.44,10600
Skier50,2021-05-30 16:58:33,Time trial,iOS,The Wanderer,Passo Grolla,13.45,10500
hschindele,2020-12-25 16:13:08,Time trial,iOS,The Wanderer,Passo Grolla,12.71,17899
massiv97,2021-02-21 14:59:29,Time trial,Android,The Wanderer,Passo Grolla,13.24,12599
Avel,9/28/2021 14:37:56,Time trial,iOS,La Bomba,Passo Grolla,9.08,13200
BouncyJello,2020-11-19 20:44:49,Time trial,Android,La Bomba,Passo Grolla,9.1,13000
Fenrir,2021-01-17 19:10:44,Time trial,Android,La Bomba,Passo Grolla,9.67,6877
Gjeep302,2021-01-26 18:24:38,Time trial,Android,La Bomba,Passo Grolla,9.33,10700
Jamiemac,2021-02-21 9:32:08,Time trial,Android,La Bomba,Passo Grolla,9.23,11700
Mountain_Greg,2021-02-09 7:07:30,Time trial,Android,La Bomba,Passo Grolla,9.35,10500
Pinsek,2021-04-12 14:06:05,Time trial,Android,La Bomba,Passo Grolla,9.39,10099
Ryan Monty,2021-03-10 2:06:26,Time trial,Android,La Bomba,Passo Grolla,9.39,10099
SYNO,2020-12-22 14:08:13,Time trial,iOS,La Bomba,Passo Grolla,9.38,10199
Shadow,2020-11-25 12:09:07,Time trial,iOS,La Bomba,Passo Grolla,9.35,10500
Skier50,2021-02-20 15:15:59,Time trial,iOS,La Bomba,Passo Grolla,9.34,10600
hschindele,2020-03-18 23:47:43,Time trial,iOS,La Bomba,Passo Grolla,9.18,12200
massiv97,2021-01-07 11:55:04,Time trial,Android,La Bomba,Passo Grolla,9.33,10700
Aleflight20,2021-04-14 10:51:38,Time trial,iOS,Shards,Passo Grolla,29.75,7530
Avel,2021-06-11 11:28:38,Time trial,iOS,Shards,Passo Grolla,27.46,10399
BouncyJello,2020-11-19 20:39:27,Time trial,Android,Shards,Passo Grolla,26.4,21000
Fenrir,2021-02-22 16:57:29,Time trial,Android,Shards,Passo Grolla,28.59,8716
Gjeep302,2021-02-16 10:22:19,Time trial,Android,Shards,Passo Grolla,26.82,16799
Jamiemac,2021-04-15 13:55:47,Time trial,Android,Shards,Passo Grolla,26.14,23599
Mountain_Greg,2021-03-22 6:30:45,Time trial,Android,Shards,Passo Grolla,26.46,20399
Pinsek,2021-04-12 14:37:12,Time trial,Android,Shards,Passo Grolla,27.14,13599
Ryan Monty,2021-04-23 0:47:52,Time trial,Android,Shards,Passo Grolla,26.73,17699
SYNO,2021-01-18 21:48:40,Time trial,iOS,Shards,Passo Grolla,27.23,12699
Skier50,2021-06-10 17:31:14,Time trial,iOS,Shards,Passo Grolla,25.42,30799
hschindele,2021-06-16 17:53:31,Time trial,iOS,Shards,Passo Grolla,25.39,31099
massiv97,2021-01-09 11:39:38,Time trial,Android,Shards,Passo Grolla,27.33,11700
Avel,2021-06-11 11:33:06,Time trial,iOS,Glacier skipping,Passo Grolla,45.33,9592
BouncyJello,2020-11-19 20:37:52,Time trial,Android,Glacier skipping,Passo Grolla,43.96,20399
Fenrir,2021-01-17 19:09:30,Time trial,Android,Glacier skipping,Passo Grolla,49.51,5664
Gjeep302,2021-03-08 15:02:08,Time trial,Android,Glacier skipping,Passo Grolla,44.86,11400
Jamiemac,2021-04-16 3:45:44,Time trial,Android,Glacier skipping,Passo Grolla,43.74,22599
Mountain_Greg,2021-03-22 6:37:14,Time trial,Android,Glacier skipping,Passo Grolla,43.84,21599
Pinsek,2021-04-12 14:55:38,Time trial,Android,Glacier skipping,Passo Grolla,44.85,11499
Ryan Monty,2021-05-06 3:20:34,Time trial,Android,Glacier skipping,Passo Grolla,43.33,26700
SYNO,2021-02-02 12:37:16,Time trial,iOS,Glacier skipping,Passo Grolla,43.97,20300
Skier50,2021-04-14 9:15:57,Time trial,iOS,Glacier skipping,Passo Grolla,44.92,10799
hschindele,2020-11-18 10:54:15,Time trial,iOS,Glacier skipping,Passo Grolla,43.67,23299
massiv97,2021-01-30 6:31:02,Time trial,Android,Glacier skipping,Passo Grolla,44.77,12299
Avel,2021-05-17 14:37:40,Time trial,iOS,Peak avalanche escape,Passo Grolla,31.77,42300
BouncyJello,2020-11-19 20:29:42,Time trial,Android,Peak avalanche escape,Passo Grolla,34.58,14200
Fenrir,2021-01-17 19:14:11,Time trial,Android,Peak avalanche escape,Passo Grolla,36.42,7202
Gjeep302,2021-01-26 20:03:47,Time trial,Android,Peak avalanche escape,Passo Grolla,34.01,19900
Jamiemac,2021-02-24 8:58:06,Time trial,Android,Peak avalanche escape,Passo Grolla,33.4,26000
Mountain_Greg,2021-05-25 9:39:23,Time trial,Android,Peak avalanche escape,Passo Grolla,32.66,33400
Pinsek,2021-04-12 15:03:44,Time trial,Android,Peak avalanche escape,Passo Grolla,34.06,19399
Ryan Monty,2021-03-12 10:32:33,Time trial,Android,Peak avalanche escape,Passo Grolla,34.16,18400
SYNO,2021-02-02 12:35:51,Time trial,iOS,Peak avalanche escape,Passo Grolla,34.66,13400
Skier50,2021-06-01 9:01:25,Time trial,iOS,Peak avalanche escape,Passo Grolla,32.07,39300
hschindele,2021-05-22 9:54:35,Time trial,iOS,Peak avalanche escape,Passo Grolla,30.71,52899
massiv97,2021-01-07 11:55:52,Time trial,Android,Peak avalanche escape,Passo Grolla,34.89,11099
Avel,2021-03-08 10:41:08,Time trial,iOS,Maniaco,Passo Grolla,19.29,17100
BouncyJello,2020-05-28 21:14:16,Time trial,Android,Maniaco,Passo Grolla,19.74,12600
Fenrir,2021-01-17 19:13:43,Time trial,Android,Maniaco,Passo Grolla,20.78,5823
Gjeep302,2021-01-29 17:40:56,Time trial,Android,Maniaco,Passo Grolla,18.38,26200
Jamiemac,2021-04-16 9:50:10,Time trial,Android,Maniaco,Passo Grolla,18.53,24699
Lars Schrier,2020-04-25 16:00:22,Time trial,iOS,Maniaco,Passo Grolla,19.91,10899
Mountain_Greg,2021-01-31 7:35:35,Time trial,Android,Maniaco,Passo Grolla,18.61,23900
Pinsek,2021-04-12 15:15:42,Time trial,Android,Maniaco,Passo Grolla,19.63,13700
Ryan Monty,2021-04-23 1:17:22,Time trial,Android,Maniaco,Passo Grolla,18.98,20199
SYNO,2021-03-04 15:13:54,Time trial,iOS,Maniaco,Passo Grolla,18.6,23999
Skier50,2021-06-04 11:29:26,Time trial,iOS,Maniaco,Passo Grolla,17.97,30300
hschindele,2021-07-17 12:02:51,Time trial,iOS,Maniaco,Passo Grolla,17.65,33500
massiv97,2021-07-15 4:11:23,Time trial,Android,Maniaco,Passo Grolla,18.48,25199
Avel,2021-06-11 9:48:40,Time trial,iOS,Tombola,Passo Grolla,20.54,17100
BouncyJello,2020-11-19 20:36:00,Time trial,Android,Tombola,Passo Grolla,20.9,13500
Fenrir,2021-01-17 19:18:37,Time trial,Android,Tombola,Passo Grolla,21.37,7169
Gjeep302,2021-01-27 7:13:57,Time trial,Android,Tombola,Passo Grolla,20.95,13000
Jamiemac,2021-04-18 17:37:26,Time trial,Android,Tombola,Passo Grolla,20.64,16099
LC43,2020-04-27 14:50:47,Time trial,Android,Tombola,Passo Grolla,21.19,10599
Mountain_Greg,2021-03-01 3:13:13,Time trial,Android,Tombola,Passo Grolla,21.09,11600
Pinsek,2021-04-12 16:00:27,Time trial,Android,Tombola,Passo Grolla,21.16,10899
Ryan Monty,2021-03-13 0:54:54,Time trial,Android,Tombola,Passo Grolla,21.24,10100
SYNO,2020-12-22 14:09:23,Time trial,iOS,Tombola,Passo Grolla,21.1,11499
Skier50,2021-06-04 9:47:39,Time trial,iOS,Tombola,Passo Grolla,20.27,19800
hschindele,2021-06-04 11:41:40,Time trial,iOS,Tombola,Passo Grolla,20.15,21000
massiv97,2021-02-21 15:01:49,Time trial,Android,Tombola,Passo Grolla,20.8,14499
Avel,2021-06-11 11:35:44,Time trial,iOS,The Icy Slide,Passo Grolla,19.75,12500
BouncyJello,2020-11-20 1:04:02,Time trial,Android,The Icy Slide,Passo Grolla,19.59,14100
Fenrir,2021-01-17 19:17:28,Time trial,Android,The Icy Slide,Passo Grolla,20.38,5904
Gjeep302,2021-02-16 10:30:01,Time trial,Android,The Icy Slide,Passo Grolla,19.88,11200
Jamiemac,2021-04-18 13:32:54,Time trial,Android,The Icy Slide,Passo Grolla,19.07,19299
Mountain_Greg,2021-02-17 7:46:45,Time trial,Android,The Icy Slide,Passo Grolla,19.3,16999
Pinsek,2021-04-12 16:04:47,Time trial,Android,The Icy Slide,Passo Grolla,19.96,10399
Ryan Monty,2021-03-10 2:07:34,Time trial,Android,The Icy Slide,Passo Grolla,19.88,11200
SYNO,2021-01-13 18:33:22,Time trial,iOS,The Icy Slide,Passo Grolla,19.77,12300
Skier50,2021-03-05 11:26:38,Time trial,iOS,The Icy Slide,Passo Grolla,19.91,10899
hschindele,2021-05-09 11:17:38,Time trial,iOS,The Icy Slide,Passo Grolla,18.82,21799
massiv97,2021-02-21 15:02:59,Time trial,Android,The Icy Slide,Passo Grolla,19.44,15599
Mountain_Greg,2021-06-30 6:34:00,Time trial,Android,Presto,Passo Grolla,20.04,24600
Skier50,2021-06-30 19:13:29,Time trial,iOS,Presto,Passo Grolla,20.71,17899
massiv97,2021-07-02 16:42:10,Time trial,Android,Presto,Passo Grolla,21.25,12500
hschindele,2021-07-15 12:44:43,Time trial,iOS,Presto,Passo Grolla,19.9,26000
Jamiemac,2021-08-07 9:05:20,Time trial,Android,Presto,Passo Grolla,20.12,23799
Jamiemac,2021-08-10 13:26:11,Time trial,Android,The Bowls,Passo Grolla,28.24,12600
Mountain_Greg,2021-06-30 6:34:40,Time trial,Android,The Bowls,Passo Grolla,28.41,10899
Skier50,2021-06-30 19:08:28,Time trial,iOS,The Bowls,Passo Grolla,28.41,10899
hschindele,2021-07-06 8:43:15,Time trial,iOS,The Bowls,Passo Grolla,28.19,13099
massiv97,2021-06-26 17:10:11,Time trial,Android,The Bowls,Passo Grolla,28.48,10199
hschindele,2021-06-21 9:40:53,Time trial,iOS,Tutti Frutti,Passo Grolla,13.78,12200
Mountain_Greg,2021-06-22 5:06:07,Time trial,Android,Tutti Frutti,Passo Grolla,13.97,10299
Avel,2021-06-25 5:16:45,Time trial,iOS,Tutti Frutti,Passo Grolla,13.77,12300
massiv97,2021-06-26 17:10:47,Time trial,Android,Tutti Frutti,Passo Grolla,13.97,10299
Skier50,2021-06-30 19:10:49,Time trial,iOS,Tutti Frutti,Passo Grolla,13.76,12400
Jamiemac,2021-08-11 10:48:16,Time trial,Android,Tutti Frutti,Passo Grolla,13.97,10299
Avel,2021-06-11 11:38:57,Time trial,iOS,La Transitions,Passo Grolla,10.18,13200
BouncyJello,2020-11-19 20:14:12,Time trial,Android,La Transitions,Passo Grolla,10.12,13800
Fenrir,2021-02-22 16:42:57,Time trial,Android,La Transitions,Passo Grolla,10.67,8888
Gjeep302,2021-02-19 11:05:17,Time trial,Android,La Transitions,Passo Grolla,10.47,10299
Jamiemac,2021-02-24 13:02:42,Time trial,Android,La Transitions,Passo Grolla,10.4,10999
Mountain_Greg,2021-03-22 6:36:38,Time trial,Android,La Transitions,Passo Grolla,10.22,12799
Pinsek,2021-04-13 12:06:52,Time trial,Android,La Transitions,Passo Grolla,10.4,10999
Ryan Monty,2021-03-10 2:06:59,Time trial,Android,La Transitions,Passo Grolla,10.48,10199
SYNO,2021-01-13 18:32:05,Time trial,iOS,La Transitions,Passo Grolla,10.43,10700
Skier50,2021-06-04 6:10:12,Time trial,iOS,La Transitions,Passo Grolla,9.37,21300
hschindele,2021-06-03 13:30:23,Time trial,iOS,La Transitions,Passo Grolla,9.34,21600
massiv97,2021-02-21 15:03:57,Time trial,Android,La Transitions,Passo Grolla,9.85,16500
Avel,2021-06-11 11:40:39,Time trial,iOS,Il Creativo,Passo Grolla,23.98,10199
BouncyJello,2020-05-05 10:07:32,Time trial,Android,Il Creativo,Passo Grolla,23.26,17399
Fenrir,2021-02-22 16:41:49,Time trial,Android,Il Creativo,Passo Grolla,24.87,7396
Gjeep302,2021-03-08 15:02:52,Time trial,Android,Il Creativo,Passo Grolla,23.35,16499
James :),2021-01-19 11:33:36,Time trial,Android,Il Creativo,Passo Grolla,22.92,20799
Jamiemac,2021-04-20 9:10:49,Time trial,Android,Il Creativo,Passo Grolla,22.86,21400
Lars Schrier,2020-04-25 13:15:27,Time trial,iOS,Il Creativo,Passo Grolla,27.83,2651
Mountain_Greg,2021-03-17 11:24:45,Time trial,Android,Il Creativo,Passo Grolla,23.17,18299
Pinsek,2021-04-12 17:20:16,Time trial,Android,Il Creativo,Passo Grolla,23.76,12399
Ryan Monty,2021-03-10 0:45:09,Time trial,Android,Il Creativo,Passo Grolla,23.03,19699
SYNO,2021-01-13 18:30:50,Time trial,iOS,Il Creativo,Passo Grolla,23.71,12899
Skier50,2021-02-27 17:07:29,Time trial,iOS,Il Creativo,Passo Grolla,23.94,10599
SwampfoxAK,2020-04-30 23:07:53,Time trial,Android,Il Creativo,Passo Grolla,25.98,5034
hschindele,2021-07-19 15:42:46,Time trial,iOS,Il Creativo,Passo Grolla,21.75,32500
massiv97,2021-01-07 12:00:57,Time trial,Android,Il Creativo,Passo Grolla,23.73,12699
Avel,2021-03-08 10:58:23,Time trial,iOS,Skipping Ice Bergs,Passo Grolla,31.11,2376
BouncyJello,2020-05-05 10:08:25,Time trial,Android,Skipping Ice Bergs,Passo Grolla,27.32,16799
Fenrir,2021-02-22 16:58:08,Time trial,Android,Skipping Ice Bergs,Passo Grolla,34.52,491
Jamiemac,2021-04-21 16:47:18,Time trial,Android,Skipping Ice Bergs,Passo Grolla,24.8,41999
Mountain_Greg,2021-03-17 11:27:28,Time trial,Android,Skipping Ice Bergs,Passo Grolla,25.77,32300
Pinsek,2021-04-12 16:47:46,Time trial,Android,Skipping Ice Bergs,Passo Grolla,27.27,17300
Ryan Monty,2021-04-22 15:42:35,Time trial,Android,Skipping Ice Bergs,Passo Grolla,25.25,37500
SYNO,2021-02-02 12:38:14,Time trial,iOS,Skipping Ice Bergs,Passo Grolla,27.97,10300
Skier50,2021-05-30 16:59:31,Time trial,iOS,Skipping Ice Bergs,Passo Grolla,26.98,20199
hschindele,2021-01-02 11:41:47,Time trial,iOS,Skipping Ice Bergs,Passo Grolla,25.24,37600
massiv97,2021-02-21 15:05:13,Time trial,Android,Skipping Ice Bergs,Passo Grolla,27.16,18400
Avel,2021-06-20 14:12:20,Time trial,iOS,Rockerfeller,Passo Grolla,13.36,16400
BouncyJello,2020-11-19 20:27:59,Time trial,Android,Rockerfeller,Passo Grolla,13.92,10800
Fenrir,2021-01-17 19:15:15,Time trial,Android,Rockerfeller,Passo Grolla,15.43,3711
Gjeep302,2021-02-16 10:43:32,Time trial,Android,Rockerfeller,Passo Grolla,13.8,11999
Jamiemac,2021-06-19 14:47:30,Time trial,Android,Rockerfeller,Passo Grolla,13.11,18900
LC43,2020-04-28 9:50:01,Time trial,Android,Rockerfeller,Passo Grolla,14.23,8526
Lars Schrier,2020-04-25 13:13:36,Time trial,iOS,Rockerfeller,Passo Grolla,15.59,3321
Mountain_Greg,2021-06-22 5:05:34,Time trial,Android,Rockerfeller,Passo Grolla,12.88,21199
PelagusPlays,2021-03-11 17:17:46,Time trial,iOS,Rockerfeller,Passo Grolla,14.72,6070
Pinsek,2021-04-12 17:45:52,Time trial,Android,Rockerfeller,Passo Grolla,13.5,15000
Ryan Monty,2021-04-23 0:55:47,Time trial,Android,Rockerfeller,Passo Grolla,13.68,13200
SYNO,2021-01-18 21:49:46,Time trial,iOS,Rockerfeller,Passo Grolla,13.89,11099
Skier50,2021-03-10 8:59:07,Time trial,iOS,Rockerfeller,Passo Grolla,13.73,12699
hschindele,2021-06-16 19:46:09,Time trial,iOS,Rockerfeller,Passo Grolla,12.75,22500
massiv97,2021-07-15 4:11:55,Time trial,Android,Rockerfeller,Passo Grolla,12.77,22300
Avel,2021-02-22 8:55:28,Time trial,iOS,Drop della morte,Passo Grolla,7.41,8336
BouncyJello,2021-03-31 13:08:10,Time trial,Android,Drop della morte,Passo Grolla,6.98,12199
Dylanlew2,2020-04-28 14:43:23,Time trial,iOS,Drop della morte,Passo Grolla,7.84,5743
Fenrir,2021-01-17 19:07:37,Time trial,Android,Drop della morte,Passo Grolla,8.41,3505
Gjeep302,2021-03-19 14:47:57,Time trial,Android,Drop della morte,Passo Grolla,7.19,10099
Jamiemac,2021-02-25 17:18:34,Time trial,Android,Drop della morte,Passo Grolla,7.16,10400
Lars Schrier,2020-04-25 14:10:35,Time trial,iOS,Drop della morte,Passo Grolla,8.03,4871
Mountain_Greg,2021-01-24 14:25:40,Time trial,Android,Drop della morte,Passo Grolla,7.17,10300
Pinsek,2021-04-13 13:11:09,Time trial,Android,Drop della morte,Passo Grolla,7.13,10700
Ryan Monty,2021-03-19 2:41:43,Time trial,Android,Drop della morte,Passo Grolla,7.19,10099
SYNO,2021-01-16 13:43:46,Time trial,iOS,Drop della morte,Passo Grolla,7.19,10099
Skier50,2021-02-27 17:10:12,Time trial,iOS,Drop della morte,Passo Grolla,7.19,10099
hschindele,2021-05-06 16:47:55,Time trial,iOS,Drop della morte,Passo Grolla,6.94,12599
magicshack,2021-05-06 10:44:24,Time trial,iOS,Drop della morte,Passo Grolla,7.0,12000
massiv97,2021-07-15 4:10:51,Time trial,Android,Drop della morte,Passo Grolla,6.98,12199
Avel,2021-03-08 11:00:02,Time trial,iOS,Elasto Mania Uno,Passo Grolla,17.36,7791
Fenrir,2021-01-17 19:09:00,Time trial,Android,Elasto Mania Uno,Passo Grolla,18.86,2754
Gjeep302,2021-02-16 11:13:44,Time trial,Android,Elasto Mania Uno,Passo Grolla,16.9,11000
Jamiemac,2021-04-21 6:39:06,Time trial,Android,Elasto Mania Uno,Passo Grolla,15.79,22100
Lars Schrier,2020-05-17 4:35:26,Time trial,iOS,Elasto Mania Uno,Passo Grolla,17.66,6328
Mountain_Greg,2021-01-20 13:35:56,Time trial,Android,Elasto Mania Uno,Passo Grolla,16.99,10100
Pinsek,2021-04-12 17:49:50,Time trial,Android,Elasto Mania Uno,Passo Grolla,16.85,11499
Ryan Monty,2021-03-16 22:09:58,Time trial,Android,Elasto Mania Uno,Passo Grolla,16.97,10300
SYNO,2020-12-22 14:10:33,Time trial,iOS,Elasto Mania Uno,Passo Grolla,16.97,10300
Skier50,2021-02-27 17:09:31,Time trial,iOS,Elasto Mania Uno,Passo Grolla,16.88,11200
hschindele,2021-06-21 9:11:42,Time trial,iOS,Elasto Mania Uno,Passo Grolla,14.57,34300
massiv97,2021-01-27 14:56:32,Time trial,Android,Elasto Mania Uno,Passo Grolla,16.84,11600
Fenrir,2021-01-17 19:08:29,Time trial,Android,Elasto Mania Due,Passo Grolla,21.95,161
Gjeep302,2021-03-19 14:49:58,Time trial,Android,Elasto Mania Due,Passo Grolla,15.9,10999
Jamiemac,2021-04-22 5:56:18,Time trial,Android,Elasto Mania Due,Passo Grolla,14.92,20800
Lars Schrier,2020-04-25 13:18:24,Time trial,iOS,Elasto Mania Due,Passo Grolla,18.71,1528
Mountain_Greg,2021-01-25 6:11:02,Time trial,Android,Elasto Mania Due,Passo Grolla,15.65,13499
Ryan Monty,2021-03-25 17:59:59,Time trial,Android,Elasto Mania Due,Passo Grolla,15.92,10800
SYNO,2020-12-22 14:13:43,Time trial,iOS,Elasto Mania Due,Passo Grolla,15.98,10199
Skier50,2021-03-12 7:53:50,Time trial,iOS,Elasto Mania Due,Passo Grolla,15.86,11400
hschindele,2021-05-10 21:16:26,Time trial,iOS,Elasto Mania Due,Passo Grolla,14.58,24200
massiv97,2021-02-06 16:59:58,Time trial,Android,Elasto Mania Due,Passo Grolla,15.74,12599
Mountain_Greg,2021-06-30 6:32:46,Time trial,Android,Carosello Uno,Passo Grolla,34.06,14399
Skier50,2021-06-30 19:12:55,Time trial,iOS,Carosello Uno,Passo Grolla,33.67,18299
massiv97,2021-07-02 16:42:56,Time trial,Android,Carosello Uno,Passo Grolla,34.44,10600
Jamiemac,2021-09-20 11:10:34,Time trial,Android,Carosello Uno,Passo Grolla,34.12,13800
Avel,2021-03-08 11:05:57,Time trial,iOS,Carosello Due,Passo Grolla,13.69,9159
BouncyJello,2020-05-04 20:26:59,Time trial,Android,Carosello Due,Passo Grolla,12.86,16400
Bramspr,2020-02-05 7:23:25,Time trial,iOS,Carosello Due,Passo Grolla,15.23,4495
Fenrir,2021-01-17 19:06:01,Time trial,Android,Carosello Due,Passo Grolla,16.62,2365
Gjeep302,2021-03-19 14:46:14,Time trial,Android,Carosello Due,Passo Grolla,13.41,10899
James :),2021-01-19 15:22:08,Time trial,Android,Carosello Due,Passo Grolla,12.54,19600
Jamiemac,2021-02-27 4:43:24,Time trial,Android,Carosello Due,Passo Grolla,13.27,12300
Mountain_Greg,2021-01-24 14:26:51,Time trial,Android,Carosello Due,Passo Grolla,13.3,11999
Ryan Monty,2021-03-24 16:24:36,Time trial,Android,Carosello Due,Passo Grolla,13.44,10600
SYNO,2020-12-22 14:15:04,Time trial,iOS,Carosello Due,Passo Grolla,13.43,10700
Skier50,2021-03-31 6:23:34,Time trial,iOS,Carosello Due,Passo Grolla,13.48,10199
hschindele,2021-06-15 13:41:26,Time trial,iOS,Carosello Due,Passo Grolla,12.38,21199
magicshack,2021-05-06 10:55:37,Time trial,iOS,Carosello Due,Passo Grolla,13.24,12599
massiv97,2021-06-04 12:36:05,Time trial,Android,Carosello Due,Passo Grolla,12.49,20099
Avel,2021-03-08 11:07:56,Time trial,iOS,Carosello Tre,Passo Grolla,29.31,99
BouncyJello,2020-11-20 1:11:09,Time trial,Android,Carosello Tre,Passo Grolla,15.87,11300
Fenrir,2021-01-17 19:06:32,Time trial,Android,Carosello Tre,Passo Grolla,35.38,12
James :),2021-01-18 2:42:52,Time trial,Android,Carosello Tre,Passo Grolla,15.57,14299
Jamiemac,2021-04-22 15:32:16,Time trial,Android,Carosello Tre,Passo Grolla,15.56,14399
Mountain_Greg,2021-02-05 16:49:35,Time trial,Android,Carosello Tre,Passo Grolla,15.9,10999
Ryan Monty,2021-03-19 13:21:41,Time trial,Android,Carosello Tre,Passo Grolla,15.91,10899
SYNO,2021-01-27 15:03:46,Time trial,iOS,Carosello Tre,Passo Grolla,15.98,10199
Skier50,2021-03-31 6:24:11,Time trial,iOS,Carosello Tre,Passo Grolla,15.81,11899
hschindele,2021-06-17 16:02:37,Time trial,iOS,Carosello Tre,Passo Grolla,14.87,21300
magicshack,2021-05-28 19:12:17,Time trial,iOS,Carosello Tre,Passo Grolla,15.26,17400
massiv97,2021-02-07 13:25:54,Time trial,Android,Carosello Tre,Passo Grolla,15.84,11600
Avel,2021-05-24 1:56:44,Time trial,iOS,Luppolo,Passo Grolla,24.88,11200
Fenrir,2021-01-17 19:12:20,Time trial,Android,Luppolo,Passo Grolla,25.86,7422
Gjeep302,2021-03-19 14:47:20,Time trial,Android,Luppolo,Passo Grolla,24.96,10399
Jamiemac,2021-02-27 11:39:24,Time trial,Android,Luppolo,Passo Grolla,24.55,14499
Lars Schrier,2020-05-05 10:48:54,Time trial,iOS,Luppolo,Passo Grolla,27.13,4779
Mountain_Greg,2021-06-30 6:33:19,Time trial,Android,Luppolo,Passo Grolla,22.49,35100
PelagusPlays,2021-03-11 17:19:51,Time trial,iOS,Luppolo,Passo Grolla,27.2,4665
Ryan Monty,2021-03-13 2:47:02,Time trial,Android,Luppolo,Passo Grolla,24.8,11999
SYNO,2021-03-04 15:15:21,Time trial,iOS,Luppolo,Passo Grolla,23.03,29699
Skier50,2021-03-12 7:48:05,Time trial,iOS,Luppolo,Passo Grolla,24.98,10199
SwampfoxAK,2020-05-05 1:31:45,Time trial,Android,Luppolo,Passo Grolla,27.22,4632
hschindele,2021-02-15 13:13:20,Time trial,iOS,Luppolo,Passo Grolla,22.67,33299
massiv97,2021-02-21 15:06:14,Time trial,Android,Luppolo,Passo Grolla,23.29,27100
Avel,2021-05-24 1:58:24,Time trial,iOS,The Forever Run,Passo Grolla,50.45,15499
Gjeep302,2021-02-19 10:44:31,Time trial,Android,The Forever Run,Passo Grolla,49.71,22899
Jamiemac,2021-06-14 13:33:32,Time trial,Android,The Forever Run,Passo Grolla,47.45,45499
Mountain_Greg,2021-04-04 1:48:54,Time trial,Android,The Forever Run,Passo Grolla,45.89,61099
Ryan Monty,2021-03-19 2:34:48,Time trial,Android,The Forever Run,Passo Grolla,49.62,23800
SYNO,2021-03-04 15:16:14,Time trial,iOS,The Forever Run,Passo Grolla,48.3,37000
Skier50,2021-04-04 20:24:19,Time trial,iOS,The Forever Run,Passo Grolla,48.74,32599
hschindele,2021-03-22 18:02:11,Time trial,iOS,The Forever Run,Passo Grolla,46.92,50799
massiv97,2021-07-15 4:12:38,Time trial,Android,The Forever Run,Passo Grolla,48.76,32400
Jamiemac,2021-08-16 4:41:40,Time trial,Android,Autostrada,Passo Grolla,24.66,13399
Mountain_Greg,2021-06-22 5:04:27,Time trial,Android,Autostrada,Passo Grolla,23.54,24600
Skier50,2021-07-11 12:14:10,Time trial,iOS,Autostrada,Passo Grolla,22.93,30700
hschindele,2021-09-25 15:31:47,Time trial,iOS,Autostrada,Passo Grolla,22.83,31700
massiv97,2021-06-26 17:11:26,Time trial,Android,Autostrada,Passo Grolla,24.38,16200
Avel,2021-05-23 14:54:00,Time Trial,iOS,The Swindler,Ben Ailig,25.81,11900
BouncyJello,2020-11-19 21:04:08,Time Trial,Android,The Swindler,Ben Ailig,23.97,30300
Fenrir,2021-01-17 19:52:53,Time Trial,Android,The Swindler,Ben Ailig,25.92,10799
Jamiemac,2021-03-02 13:35:30,Time Trial,Android,The Swindler,Ben Ailig,25.63,13700
Mountain_Greg,2021-04-04 1:37:10,Time Trial,Android,The Swindler,Ben Ailig,24.22,27800
Pinsek,2021-04-17 8:06:24,Time Trial,Android,The Swindler,Ben Ailig,25.9,11000
Ryan Monty,2021-03-12 0:24:47,Time Trial,Android,The Swindler,Ben Ailig,25.7,13000
SYNO,2021-03-04 15:17:10,Time Trial,iOS,The Swindler,Ben Ailig,23.28,37199
Skier50,2021-03-12 7:55:24,Time Trial,iOS,The Swindler,Ben Ailig,25.83,11700
hschindele,2021-03-12 12:43:30,Time Trial,iOS,The Swindler,Ben Ailig,23.15,38500
massiv97,2021-07-15 4:16:23,Time Trial,Android,The Swindler,Ben Ailig,25.54,14600
Avel,2021-04-02 11:38:28,Time Trial,iOS,Ailigs Turn,Ben Ailig,20.43,15700
Fenrir,2021-01-17 19:38:15,Time Trial,Android,Ailigs Turn,Ben Ailig,21.47,5212
